id,user,asset_type,asset_id,created_at,rate
729595505505055091,ORG2777,tweet,124863801921500647,2022-12-10 04:29:36.886466,5
946501106511891901,P3899D,capability,serv114,2022-12-13 05:36:46.447047,5
723096171407000917,P3923N,opportunity,opr032,2022-11-04 14:07:15.373301,2
717381710227714986,P1593B,event,EV296,2023-05-05 02:32:13.548815,4
930386072892414120,U1591G,news,N054,2020-09-10 22:34:49.065532,4
986863002242887696,U1572W,tweet,247900876044854225,2020-10-05 02:13:06.098372,2
637391785751525744,U2303J,capability,pro289,2022-01-21 00:51:41.571867,3
745261169141605036,ORG1996,event,EV343,2021-03-11 11:52:08.230672,3
474402543772404947,P2395C,capability,pro247,2022-09-01 05:42:35.673858,1
351114320820258779,P1471Y,opportunity,opr074,2022-07-22 19:18:37.852638,5
93285336775202781,P1212W,opportunity,opr041,2020-09-24 07:35:31.387853,1
93717994015242876,ORG1656,news,N331,2024-03-04 06:48:50.174182,3
350068980586698089,ORG2445,capability,serv446,2022-02-07 18:51:33.623075,3
612858086126266582,P343V,opportunity,opr014,2021-12-01 06:20:13.004443,4
214478352304244108,P1511N,event,EV362,2022-01-08 11:38:16.322452,3
105472309639738625,U2486Q,news,N276,2022-10-13 04:09:42.667111,5
946929886055600882,P1797T,opportunity,opr032,2021-07-19 13:37:14.838082,4
52611336942917178,U3305F,capability,pro589,2024-02-12 14:49:22.595165,3
338305478193916813,ORG145,opportunity,opr098,2024-06-03 20:21:58.564498,5
504779125130482319,ORG1858,event,EV341,2022-05-15 00:23:33.684386,1
409387729037995133,P2627D,tweet,982074486299735768,2022-06-06 22:00:37.262758,1
558627158308928507,U474V,event,EV203,2021-07-14 14:39:43.259433,5
482387209641370501,U1346X,capability,serv480,2022-09-25 02:02:17.218415,2
773018026097158792,P1076W,event,EV145,2020-02-03 07:23:41.127130,2
886308623018727644,ORG577,event,EV094,2021-09-19 20:46:19.569400,2
566187523087573839,ORG3559,news,N144,2022-09-28 17:35:20.668084,2
508086065208410,P500M,news,N052,2021-03-21 12:20:01.126973,4
177564169255880388,U1807A,capability,serv608,2022-11-11 03:51:00.600115,4
595339296072758058,U2572N,capability,pro453,2021-01-26 12:52:56.362595,3
429059163709082232,ORG2891,news,N283,2024-08-11 15:51:54.025746,1
195829869548561854,U2539L,opportunity,opr114,2020-02-11 03:51:24.128118,2
168339912815966585,ORG1201,opportunity,opr031,2020-07-23 19:09:23.932704,3
450665425936084939,P624R,capability,pro715,2020-05-31 06:30:55.993826,5
488731455506190268,U787J,event,EV092,2022-10-26 08:17:08.978127,3
329314665871444308,U340Z,news,N014,2021-06-02 22:35:13.289720,2
178616006372504246,U081B,event,EV122,2021-07-05 19:01:14.380400,1
606298554915322504,ORG1632,news,N348,2021-10-01 11:59:10.983053,3
521811911573024055,ORG2808,capability,serv180,2021-03-20 06:17:29.230920,2
10033062459161177,U2717M,news,N100,2021-03-25 10:44:38.605083,5
19024592365945460,U3968M,opportunity,opr036,2022-10-05 10:16:42.010453,5
583490023567948114,P3217H,tweet,786452815216592912,2022-12-30 09:25:40.158027,4
326784514306691988,U3414U,event,EV448,2020-01-19 18:10:12.510839,5
582322135522792825,P3310W,event,EV271,2022-04-20 20:08:21.016496,2
169314807950795472,U400U,event,EV039,2020-12-28 21:41:36.704628,5
871361138917854109,ORG3801,capability,pro427,2022-08-21 08:43:46.784467,1
369655780247793732,P1610U,news,N032,2020-09-17 02:32:42.777661,5
763643895850471019,U1307C,tweet,340424299466998106,2021-05-17 10:47:17.776767,4
623111929813755642,ORG1084,tweet,826073551867272697,2023-08-20 12:28:25.844021,1
99686698427186904,P1191P,event,EV316,2020-12-20 12:01:39.291357,5
574228125977629572,U1024G,news,N349,2021-08-27 03:34:43.461622,4
351647879945427694,U382P,news,N218,2022-01-14 20:11:55.721216,4
278815847609998365,ORG3706,capability,pro381,2021-04-03 06:41:06.902874,1
356098569609081556,U966J,event,EV137,2023-04-07 14:18:21.331536,3
492956746474978585,P2074B,capability,pro503,2021-07-14 11:21:14.279228,4
852576300917613700,U1333Q,tweet,997919767523266965,2022-01-12 23:16:20.673077,2
250673797766286803,P3049M,tweet,964139349923646163,2020-07-26 04:48:22.093806,2
918980254678930724,ORG147,opportunity,opr021,2024-05-17 13:02:30.851120,1
80060622644159418,P3285F,news,N259,2024-06-24 11:44:34.149467,5
87361433650455024,ORG1493,news,N287,2024-06-10 02:26:13.653576,3
845923181606834805,ORG2318,tweet,735933401532318714,2022-12-31 18:40:44.646282,5
342764840296993468,P3721Z,event,EV297,2020-03-25 00:15:50.647548,2
812656933929633911,U641V,tweet,286505607838830943,2020-05-08 22:04:02.094700,4
531271606759562576,U110U,news,N130,2022-08-30 03:03:49.631622,4
442403440121566131,P663I,news,N470,2021-12-24 21:32:42.373225,4
210704309075217798,ORG720,capability,serv558,2020-03-21 00:53:35.979000,1
461879152355446302,U1254F,event,EV317,2023-07-14 23:22:14.643781,1
48909230638012520,ORG2613,news,N022,2020-01-18 19:38:23.123869,3
179161871254703625,U3363P,news,N314,2020-01-25 07:09:21.077845,5
439523753214273487,U2221I,tweet,482191345483144361,2021-01-12 10:00:31.401395,1
241747042092237189,P1872V,tweet,463281785907063943,2021-10-02 18:08:54.555187,1
312533943389241573,ORG204,tweet,732678279948195779,2022-09-26 22:38:53.370671,5
740583020949145172,U1771N,capability,serv136,2022-10-09 03:44:02.486927,5
789075097575531168,P3874M,event,EV071,2022-06-10 04:20:23.736330,5
480889170019935001,ORG3646,capability,pro247,2020-08-23 08:40:05.394178,5
847802683853479637,P676F,opportunity,opr024,2022-02-02 09:47:38.284421,1
785331415558297160,P1425O,tweet,958031041987935254,2023-05-25 03:38:13.342514,2
37940324275098834,U3425I,news,N481,2021-02-02 11:49:09.812626,5
659246306894040103,P1748G,opportunity,opr003,2024-05-11 04:18:27.109964,5
907493805272079999,P1924A,tweet,700910937034332570,2022-09-06 22:36:00.694183,5
916138512556097676,ORG424,opportunity,opr023,2024-05-16 06:29:46.758607,1
676844395340250188,P3678X,opportunity,opr085,2022-06-07 19:53:04.530330,1
437781086345837717,P906B,news,N354,2023-01-07 20:43:52.873357,5
824269576090424582,P1086E,news,N237,2021-05-04 22:33:07.399435,4
736332524230062809,ORG1814,event,EV084,2022-11-01 14:55:35.354252,3
113780307021115561,U3612L,tweet,72121081483911280,2021-12-14 23:26:12.189633,4
331911718443257032,U1680I,news,N389,2024-01-22 12:18:47.626158,5
359877347363611393,P500M,opportunity,opr020,2020-09-23 21:54:11.145035,5
961630039627838687,P549F,capability,serv212,2022-12-12 03:53:30.223747,3
478332833378653256,P1135T,event,EV366,2022-12-28 23:26:06.700648,3
108714563392045279,U896A,opportunity,opr027,2024-03-11 05:49:46.305220,5
540257900770632615,P873C,event,EV010,2022-06-26 13:04:54.743419,1
176991300141022203,P3776R,opportunity,opr013,2020-07-09 07:23:27.976467,2
49432871668034109,U1656D,event,EV192,2022-09-08 16:58:38.812830,4
742837993726079082,ORG1697,capability,pro533,2024-07-03 17:13:49.724756,2
329599161676972515,ORG1167,event,EV047,2020-03-01 01:35:33.866125,3
579385264011704172,ORG681,event,EV050,2021-11-14 10:40:19.627691,4
281891015967013608,U3173L,news,N297,2022-08-27 08:19:08.542722,2
287296195697362699,ORG3867,tweet,1801756665931793,2020-10-23 09:12:02.798806,4
700993031521414021,P2475P,news,N401,2020-01-19 14:58:34.581278,3
268058218397478047,P224I,opportunity,opr043,2021-11-23 02:15:07.275963,3
550439030535407009,P1988F,capability,pro571,2021-11-09 07:37:43.817551,1
729027371207719265,U2153J,tweet,308024863928647350,2023-01-22 03:04:12.298512,2
806584716877243338,ORG1113,news,N354,2021-05-21 05:12:08.689173,1
678359721559813690,P1226I,news,N089,2023-06-01 23:11:59.272491,2
144898859979927823,P3389D,capability,pro629,2021-06-26 01:24:49.420541,1
770185383464623420,ORG1091,tweet,694070456051052949,2024-07-15 02:12:09.247497,3
610413132681596407,U585Y,news,N311,2024-06-18 00:06:45.456308,1
974534319751891124,P1187O,tweet,703838540782433395,2024-06-17 04:12:23.216108,5
659564705325673928,U1661L,event,EV495,2023-01-25 08:12:35.493942,5
17298003353590905,P1777Q,capability,pro525,2020-02-24 08:58:38.364771,2
81729892056550201,P2534L,tweet,817821082170302638,2022-07-30 07:23:09.469310,3
387671108541821173,ORG1861,capability,pro373,2023-12-19 05:42:49.210176,2
329784819533705256,P3825H,news,N202,2022-06-14 19:16:47.884347,4
846460090950413217,U3066N,event,EV045,2020-05-07 04:58:14.060023,3
580689918977577225,P1691X,opportunity,opr006,2021-09-17 01:54:34.556807,1
686656996567558865,P119P,news,N202,2024-05-17 17:18:04.081533,3
196067569025680281,P1204R,capability,serv546,2020-06-17 07:45:33.733572,1
419944453967990526,P3320B,capability,serv478,2023-08-10 04:15:37.619253,4
669507802616204037,P3179D,capability,serv566,2020-12-23 03:56:23.957321,1
85640930074534491,U3850W,capability,serv436,2024-08-04 04:05:33.360544,3
364232518534171549,P2481H,opportunity,opr073,2021-05-26 20:18:52.136415,3
325856567100622480,ORG3336,tweet,402534638469061448,2024-07-12 14:21:12.252110,5
798355045479335999,P2225B,tweet,139699182467406380,2024-05-18 21:55:29.239037,3
314155275630494493,P1069K,event,EV171,2022-09-02 05:11:55.367390,4
734058306440441731,P1299M,tweet,153183924312853706,2022-11-16 20:00:00.939077,3
745529215526978754,ORG3143,capability,serv230,2020-08-02 11:55:14.786226,4
759874899534294799,ORG768,event,EV134,2023-12-19 12:22:33.793217,4
920238838083657083,ORG409,opportunity,opr020,2020-11-08 05:17:37.257234,1
477809091099883005,U1090G,event,EV452,2020-03-04 08:26:39.531957,2
620394940022131871,P3125B,tweet,564367592575528681,2023-05-03 23:42:46.353869,1
210528866659746362,P2314O,tweet,699732554736077115,2020-05-01 05:58:28.860618,5
811327443116604005,ORG1943,event,EV277,2023-06-03 11:11:27.862349,1
686664257048478453,U1258G,event,EV264,2022-01-14 12:08:08.731668,5
446065552695972560,U3328B,capability,serv074,2021-07-27 01:25:47.981128,2
76002938879772185,P3450V,event,EV373,2023-02-06 15:42:03.511763,2
579147080243118942,ORG2832,capability,pro333,2022-04-06 08:48:21.411968,1
740801137224942831,U2257O,capability,serv116,2020-12-19 12:20:46.479904,5
200116814565237894,P134L,event,EV411,2023-07-31 06:51:38.472343,2
981604153275281039,P1561N,news,N223,2023-10-31 13:33:37.116374,4
734671392550996522,P1703X,news,N476,2023-12-01 18:42:19.843313,4
14932806847580102,P249D,news,N345,2024-06-12 14:53:39.364992,5
776630369234283157,U1759L,opportunity,opr040,2024-02-25 00:39:09.901682,3
863111076752688554,U1252F,news,N340,2021-06-18 07:29:18.824421,2
615496856096162850,U1182Z,capability,pro591,2024-07-15 22:51:23.222181,3
948638525929083036,U2612X,capability,serv624,2021-10-13 00:44:04.092009,1
69675105397632653,P3322V,opportunity,opr098,2022-07-24 20:57:01.521424,3
674511730298200361,ORG1388,capability,pro373,2020-04-21 08:41:32.511388,5
909416322208866169,P373L,news,N157,2022-02-27 15:55:44.036235,5
565728076514878099,U1821A,event,EV023,2020-11-27 10:43:21.791189,4
261871411431572380,U1828J,opportunity,opr037,2021-01-31 10:49:32.816697,3
565186251559813313,P1550K,event,EV401,2021-07-04 17:54:45.684152,3
490770889086725791,ORG814,tweet,458344715329896496,2023-07-25 16:09:00.124448,5
579589840889451918,P2943O,capability,pro439,2020-06-02 17:20:49.860010,1
191588412942291483,U867X,capability,pro059,2022-12-20 04:22:18.835418,1
547163007246821301,P2928U,news,N101,2022-03-24 06:39:07.805769,5
903855870693712890,ORG3818,tweet,150920551171836367,2022-12-06 23:06:19.002281,1
689630126690695924,U1290Z,tweet,75285139903832504,2022-09-16 15:53:48.956645,3
214453781371338755,U843I,tweet,708581299945163041,2022-08-04 04:08:08.076262,4
