id,admin,name,email,bio,image,slug,addresses,locations,founded_date,website,phone_code,phone_number,linkedin,twitter,industry,cost_cutting_priorities,promotion_channels,business_goals,annual_revenue,competitors,awards,certifications,joining_reason,capabilities,opportunities,completion_status,created_at,updated_at
org011,2100,"hammond, scott and sanchez",ijones@owens.com,triple-buffered modular solution,0.0,identify-value,"(none, none)","grenada, saint andrew parish",2001-09-05,https://www.castillo.biz/,1-473,6917277885302,http://osborn.com/,https://www.mills.net/,schools,"reduce inventory purchases, optimize warranty services, reevaluate business insurance needs",google ads,"increase brand recognition and loyalty, increase number of retail locations",882595875.97,aleafia health,exceptional performance in data reporting,,optional content-based hierarchy,"pro343,pro201,pro203,pro069,pro157","opr113,opr076,opr109",complete,2023-08-22 23:02:24.526330,2024-03-27 22:36:46.992680
org012,2326,mcpherson and sons,freynoah@harrison.com,upgradable dedicated moratorium,0.0,computer-financial,"('34.25671230', '38.31657250')","syria, homs",2004-05-20,https://www.mitchell.biz/,963,5132014241362,https://www.frank-carroll.com/,https://www.garcia.org/,video production,"refinance loans for better interest rates, reduce billboards and outdoor advertising, reduce warehouse storage costs","trade shows and events, online seminars, annual reports",enhance distribution networks,334915543.09,emblem cannabis,"exceptional data analytics for healthcare, best data analytics for financial services, top predictive modeling solution",,future-proofed eco-centric conglomeration,"pro113,serv224","opr081,opr012,opr089",complete,2024-01-17 01:27:43.002516,2024-06-16 14:04:10.740170
org013,3933,mcneil group,rogerswilliam@gordon.com,user-centric client-server local area network,0.0,suddenly-value,"('-15.95000000', '-5.70000000')",saint helena,2015-03-11,http://richardson.info/,290,4357693093645,http://dean-smith.com/,http://bailey.info/,hotels and motels,"conduct in-house employee training workshops, negotiate lower bank fees, prioritize key r&d projects",journalist outreach,"attract top industry talent, lead industry in technological innovation, enhance cybersecurity measures, implement lean manufacturing practices",980300725.66,"harvest health & recreation, cannaroyalty corp, columbia care",best use of data in financial planning,inventory manager,assimilated impactful knowledgebase,"serv034,pro263","opr073,opr058,opr096",complete,2022-04-21 05:11:33.758883,2023-08-28 22:59:11.039498
org014,650,"dorsey, gutierrez and adams",walljesus@wright.com,reverse-engineered didactic functionalities,0.0,thank-maintain-much,"('23.57118990', '119.57931570')","taiwan, penghu",1977-04-23,https://www.nelson-cook.com/,886,2219511893733,http://briggs.com/,https://martin.com/,fossil fuel electric power generation,use cost-effective sustainable packaging,bing ads,"develop joint ventures with leading companies, enhance distribution networks",596438677.75,"tilray, planet 13 holdings",,marketing professional,exclusive asynchronous process improvement,"pro075,pro197,serv166,pro189","opr116,opr014,opr083,opr088,opr050",complete,2021-07-21 12:43:37.991252,2023-11-22 21:13:15.392135
org015,2768,"robinson, vargas and smith",nicholas35@jones.net,persistent tertiary knowledge user,0.0,message-everybody,"('-10.50000000', '105.66666666')",christmas island,1973-04-24,https://dominguez.com/,61,5066671508783,https://weiss.com/,https://www.osborne-atkinson.com/,uranium,"optimize warranty services, streamline bonuses and incentives, refinance loans for better interest rates","newsletters, podcasts, online store","increase customer lifetime value, become a leading brand in the industry, maximize company valuation",68045996.8,"canopy growth corporation, the green organic dutchman","best data quality improvement, outstanding achievement in data analytics techniques, best data science strategy and implementation","iso 14001 (environmental management), risk management specialist",phased analyzing emulation,"pro173,pro307,pro085,pro115,pro187","opr069,opr068,opr058,opr060",incomplete,2022-11-07 10:29:13.259986,2023-04-19 16:06:43.860547
org016,1113,collins-horn,mmoore@sawyer.com,stand-alone coherent hardware,0.0,themselves-bank,"('52.04515500', '5.87182350')","netherlands, gelderland",1972-10-07,https://hamilton.org/,31,2420076793313,http://www.james-walker.com/,http://wise.biz/,abrasives and nonmetallic minerals manufacturing,"streamline distribution network management, consolidate software licenses","corporate announcements, influencer marketing","lead industry forums and discussions, expand into adjacent market segments",991495214.9,"high times, neptune wellness solutions, liberty health sciences",top predictive modeling solution,,synergized mission-critical hub,"pro039,pro301,pro055","opr070,opr094,opr004,opr116",complete,2021-02-26 15:47:11.469237,2022-06-27 01:15:39.235286
org017,242,"daniels, sullivan and walker",thomasdanielle@fox.biz,ergonomic radical access,0.0,force-similar-land,"('41.90000000', '12.45000000')",vatican city state (holy see),1972-02-06,https://www.middleton.com/,379,5643523742774,http://tran.com/,http://www.valdez-flores.info/,oil and coal product manufacturing,"reduce utility usage (electricity, water, gas), perform internal financial audits, use cost-effective tax preparation services","blogs, yahoo search ads, affiliate marketing","expand product lines, invest heavily in r&d",175158797.22,indiva,top data privacy excellence,lean management specialist,customizable cohesive capacity,"pro015,pro305,pro221,pro029,serv364",opr026,complete,2023-05-09 04:07:46.084564,2024-01-11 12:41:15.740989
org018,263,hull and sons,roger23@gray.com,public-key system-worthy alliance,0.0,clearly-seem-may,"('17.63546420', '-63.23267630')","bonaire, sint eustatius and saba, saba",1970-03-24,https://miller-ward.com/,599,690601750346,http://choi.net/,http://www.williams-stanley.com/,apparel manufacturing,"negotiate better rates for raw materials, optimize ground transportation","search engine optimization (seo), white papers and ebooks, media kits, flyers","enhance customer service capabilities, lead industry in product innovation, enhance distribution networks",952205868.18,supreme cannabis,"best use of predictive modeling in business, user satisfaction measurement",industry professional,de-engineered coherent extranet,"pro085,pro207,serv208,pro305","opr085,opr106,opr011,opr051",complete,2023-12-07 16:58:37.348425,2024-07-23 11:19:45.987822
org019,1144,gonzales-duran,nrios@braun-bennett.com,quality-focused coherent algorithm,0.0,onto-approach-get,"('46.83333333', '-56.33333333')",saint pierre and miquelon,1990-03-16,https://www.ruiz-brown.net/,508,8715312138033,http://www.hunt-little.info/,https://www.herman.com/,ground passenger transportation,"optimize trade show sponsorships, streamline product launch events","annual reports, customer surveys","increase employee engagement and satisfaction, reach international markets, develop a strong brand portfolio",950576000.73,"acreage holdings, canntrust holdings, the flowr corporation, rubicon organics","best use of data in financial planning, dashboard development excellence",,compatible uniform secured line,"serv050,pro319,pro189,serv368",opr106,complete,2021-07-11 16:19:11.298643,2024-04-16 23:45:21.691427
org020,847,tanner-jacobs,ashley14@carter.com,de-engineered content-based function,0.0,available-must,"('-53.10000000', '72.51666666')",heard island and mcdonald islands,1970-10-12,https://garcia.info/,672,412219059581,http://www.cline.com/,http://www.rush.com/,specialty finance,"optimize point of sale (pos) systems, limit litigation costs","journalist outreach, trade shows and events","double revenue, achieve 95% on-time delivery",388923789.97,jushi holdings,"top data engineering achievement, best data management solutions","retail specialist, iso 27001 (information security management)",distributed bandwidth-monitored forecast,"serv184,serv166,pro003","opr032,opr019,opr013",complete,2023-06-02 01:28:34.399598,2024-06-16 16:45:10.380888
org021,1927,best-wade,turnerjoseph@simpson.com,progressive hybrid instruction set,0.0,usually-generation,"('43.52651590', '17.76362100')","bosnia and herzegovina, herzegovina-neretva canton",2024-07-22,http://www.khan.com/,387,9480967948084,http://jones.net/,https://schultz.com/,"movies, video and sound","use in-house compliance audits, negotiate rent or mortgage payments, optimize patenting and intellectual property costs","industry experts, ebay, community events","support local economic development, implement comprehensive csr programs, meet regulatory requirements for ipo",950413548.06,cresco labs,,"facility manager, product developer",optimized fault-tolerant concept,"serv014,pro297","opr115,opr038",complete,2022-04-14 02:38:19.276061,2024-01-27 12:32:53.906125
org022,3281,"mitchell, mann and johnson",burnsgabriel@young-martinez.com,face-to-face maximized core,0.0,research-partner,"('-10.50000000', '105.66666666')",christmas island,1998-02-01,https://www.dillon.biz/,61,3725164821980,https://www.johnston.net/,https://www.rogers.com/,consulting,"optimize cloud services, prioritize key r&d projects","dynamic retargeting ads, panel discussions, blog",double customer base,346722630.43,"charlotte's web holdings, trulieve cannabis","excellence in data management solutions, predictive analytics excellence, specific needs identification recognition","harm reduction specialist, six sigma green belt, project manager",triple-buffered 24/7 contingency,"serv372,pro195,pro217,pro049,serv076","opr049,opr103,opr101,opr084,opr006",complete,2021-08-02 18:50:58.972699,2024-05-12 01:47:23.525885
org023,3762,caldwell-wright,dana06@rogers-whitney.com,open-source motivating product,0.0,best-against-suffer,"('31.94536330', '35.92838950')","jordan, amman",2020-06-16,https://www.ramirez.net/,962,3292730947445,http://www.hughes.com/,https://farley.com/,dairy,"limit sponsorships for industry conferences, limit litigation costs, lower search engine marketing (sem) spend","customer alerts, content marketing","prepare for public listing, support local economic development",480319997.09,"canntrust holdings, indiva","excellence in data integration solutions, exceptional performance in cloud analytics","supply chain manager, facility manager, topicals specialist",configurable radical challenge,"serv298,pro203,serv372,serv118,serv096","opr020,opr102,opr106,opr109,opr066",complete,2024-07-06 12:03:08.804169,2024-07-14 14:36:45.178754
org024,679,roman group,morrisstephanie@vasquez.org,total coherent throughput,0.0,image-generation,"('5.58554690', '-56.83111170')","suriname, nickerie district",1977-02-17,https://www.odonnell.biz/,597,2860924654435,http://www.singleton-johnson.com/,https://marshall.biz/,rental and leasing services,automate copywriting,"blog posts, catalogs",implement comprehensive csr programs,756000636.72,cannabix technologies,exceptional contribution to data science models,"demographic analyst, trimmer",cross-platform 5thgeneration forecast,"serv276,pro201","opr019,opr098,opr103",complete,2022-04-08 10:57:00.979246,2023-06-14 21:41:44.472598
org025,2984,brennan-mckay,obriensheryl@galvan.com,advanced client-driven knowledge user,0.0,moment-add-role,"('12.46342050', '53.82373850')","yemen, socotra",1974-01-10,https://www.wolf.info/,967,8990941573291,http://www.pugh.com/,https://roberts.com/,"health, wellness and fitness","cut back on radio and tv advertising, use open source crm and erp systems, negotiate better rates for raw materials","outbound calls, yahoo search ads, community forums, pay-per-click (ppc) advertising","increase brand recognition and loyalty, lead industry forums and discussions",425725442.83,"the green organic dutchman, neptune wellness solutions",,customer insights specialist,extended non-volatile instruction set,pro285,"opr094,opr064,opr120,opr022",complete,2022-03-04 16:23:49.709603,2023-08-14 15:52:52.610127
org026,1916,phillips ltd,grosscaitlin@henry-sanchez.com,upgradable user-facing utilization,0.0,ever-go-may-student,"('-18.70514740', '46.82528380')","madagascar, antananarivo province",2001-09-26,https://www.booth.com/,261,8510745966020,https://www.martinez-franco.com/,https://www.taylor.info/,space research and technology,optimize branding partnerships,"online marketplaces, online store, charity partnerships",enhance customer service capabilities,52955199.24,"curaleaf holdings, canntrust holdings, columbia care",,demographic analyst,switchable client-driven leverage,"pro167,serv204,pro007","opr064,opr011,opr117,opr015,opr008",incomplete,2023-08-09 22:16:52.047188,2024-03-14 12:54:04.354450
org027,1246,henry ltd,brittany28@winters-kerr.org,operative explicit array,0.0,organization-doctor,"('38.89862310', '66.04635340')","uzbekistan, qashqadaryo region",1981-12-08,http://smith-burgess.net/,998,6859267868214,http://moore.net/,https://walker.com/,real estate - diversified,"optimize point of sale (pos) systems, perform internal financial audits, use cost-effective travel insurance",charity partnerships,"invest in advanced technologies, integrate acquired companies seamlessly",650466749.2,"indiva, rubicon organics, cannamerica brands, cannabix technologies","top data science excellence recognition, exceptional performance in cloud analytics","cism (certified information security manager), trimmer, cultivation consultant",de-engineered full-range protocol,"serv188,pro363,serv174,serv282,pro101","opr065,opr096,opr030",complete,2022-01-29 01:31:47.723014,2022-10-26 09:05:34.120744
org028,2458,"nelson, barker and henderson",michael80@blair-mitchell.info,optional real-time help-desk,0.0,former-prepare-she,"('-4.96094980', '-45.27441590')","brazil, maranhão",2000-04-28,http://baker.com/,55,3417066513590,http://ochoa.net/,https://www.rogers.com/,utilities - regulated gas,optimize carbon offset programs,"industry experts, educational series","achieve high brand equity, enhance customer service capabilities, enhance cybersecurity measures",830358427.06,"1933 industries, planet 13 holdings, trulieve cannabis",,"pmp (project management professional), start-up advisor, industry professional",phased 6thgeneration database,pro065,"opr013,opr002,opr063",complete,2020-09-22 03:58:55.488955,2023-03-20 21:48:34.022592
org029,3756,washington-lopez,raykim@madden.org,managed fault-tolerant archive,0.0,factor-that-wish,"('41.72744260', '21.71376940')","north macedonia, veles municipality",1981-11-20,https://www.stewart-johnson.com/,389,2870837162192,https://martinez-stewart.com/,https://cochran-pope.com/,accounting,optimize display advertising costs,"affiliate networks, postcards, online display advertising, live demos","develop a robust e-commerce platform, support local economic development",586501620.91,"cannaroyalty corp, columbia care",,iso 9001 (quality management),open-source tertiary alliance,"serv302,pro045",opr109,complete,2020-06-09 05:33:20.714035,2022-11-19 19:06:58.436727
org030,1672,"jensen, gray and preston",tuckersteven@keller-alvarez.com,up-sized hybrid archive,0.0,still-front-three,"('0.61248130', '73.32370800')","maldives, gaafu alif atoll",2016-08-20,https://www.allen.info/,960,6226782725681,https://www.moreno.biz/,http://www.jennings.com/,communications equipment manufacturing,conduct in-house employee training workshops,partner websites,"develop educational programs and materials, expand market share through acquisitions",80942063.11,"terrascend, organigram holdings, 1933 industries","descriptive analytics innovation, outstanding data-driven marketing campaign, exceptional data processing efficiency",,diverse motivating synergy,"pro149,serv064","opr026,opr004,opr022,opr085,opr038",incomplete,2023-10-09 18:00:09.274529,2024-02-07 19:49:15.342771
org031,59,"wolfe, lee and campbell",valerie28@nguyen.info,multi-tiered actuating encryption,0.0,show-among-her-act,"('0.33019240', '6.73334300')","sao tome and principe, são tomé province",2007-01-17,http://www.mercer.com/,239,938070038827,https://morris.com/,https://www.powers.net/,computer and network security,"optimize treasury services, minimize print advertising, optimize branding partnerships",drip campaigns,"develop a strong leadership pipeline, develop a strong brand portfolio",169097686.86,"harvest one cannabis, planet 13 holdings, rubicon organics","outstanding data integration achievement, best data science strategy and implementation","mentor, six sigma black belt, retail specialist",ergonomic needs-based standardization,serv314,"opr014,opr082,opr048,opr072",complete,2021-10-03 17:46:34.939129,2023-02-18 03:30:04.679472
org032,2562,coleman group,matthewolson@parker.info,programmable leadingedge parallelism,0.0,back-concern,"('28.03675770', '85.43755740')","nepal, bagmati zone",2003-04-19,http://castaneda.biz/,977,3298120279671,https://www.gordon-baker.org/,http://thomas.net/,equipment,use in-house graphic design,"affiliate networks, google ads, magazines",increase employee engagement and satisfaction,113278152.4,"green thumb industries, kushco holdings, supreme cannabis, cannaroyalty corp","top data science excellence, exceptional data analytics techniques","farm manager, crop scientist, product safety tester",front-line zero-defect methodology,"serv260,serv244,serv056",opr002,complete,2020-03-21 17:17:43.716077,2024-04-15 12:19:31.494509
org033,2626,gomez-lopez,tmeyer@adams.com,mandatory multimedia project,0.0,action-film-perform,"('36.13333333', '-5.35000000')",gibraltar,1970-12-13,http://www.patterson-gentry.net/,350,704897917659,http://www.lewis.com/,http://merritt.com/,"bars, taverns and nightclubs","reduce trade show booths, freeze hiring","bing ads, panel discussions, customer surveys",double revenue,347148582.61,"vireo health, auxly cannabis group, terrascend, harvest one cannabis","exceptional performance in data analytics tools, best use of data in predictive modeling, best data collaboration strategy","microsoft certified: azure administrator associate, trainer",multi-lateral context-sensitive extranet,"pro053,serv328,serv298","opr077,opr038,opr090,opr069,opr030",complete,2023-05-10 10:31:51.088981,2023-08-18 04:22:40.089102
org034,2695,floyd-gilbert,cindysmith@jones.com,optional exuding array,0.0,provide-expect,"(none, none)","rwanda, western province",2006-02-28,http://www.mccormick-maddox.com/,250,6676905133674,http://www.walker.org/,http://keith.info/,family planning centers,"reduce warehouse storage costs, reduce non-essential employee wellness programs",customer alerts,"become an industry thought leader, lead industry forums and discussions",932473815.93,"jushi holdings, vireo health, organigram holdings, auxly cannabis group","user preference analysis achievement, best data science implementation excellence, best data collaboration strategy",,synergized even-keeled forecast,pro149,"opr086,opr110,opr112",complete,2021-12-17 10:17:15.956795,2024-03-01 05:00:22.463729
org035,3451,keller llc,jporter@williamson.com,persistent transitional open architecture,0.0,seat-stay,"('33.83608100', '-81.16372450')","united states, south carolina",2014-10-01,http://williams.com/,1,5014291234561,https://good.com/,https://watkins-foster.com/,arts and crafts,"streamline sales training, use cost-effective hotel accommodations",social media takeovers,"develop comprehensive compliance training programs, increase number of retail locations",520155586.11,"rubicon organics, curaleaf holdings, acreage holdings","top data science excellence, user-level analysis recognition",,quality-focused transitional capability,"serv234,serv040,serv140,serv214","opr020,opr009,opr042",complete,2022-06-09 22:02:55.973804,2022-06-10 01:37:14.965929
org036,2320,santos inc,haley36@booker-garcia.com,total homogeneous policy,0.0,forward-woman,"('37.89565940', '114.90422080')","china, hebei",1992-04-09,https://www.torres-kennedy.com/,86,1299303389929,http://johnson.com/,https://www.anderson-hernandez.biz/,accommodation and food services,limit travel and entertainment expenses,"billboards, media kits","support local economic development, implement comprehensive training programs, achieve sustained profitability",263686560.42,"tilt holdings, planet 13 holdings, columbia care, harvest one cannabis","asset profiling achievement recognition, excellence in analytics for business operations, best real-time data processing","six sigma black belt, quality assurance technician",optimized maximized middleware,"serv168,serv316,pro301,pro069,serv128","opr005,opr108",complete,2024-07-07 12:15:22.376698,2024-07-16 05:57:51.073900
org037,1399,ramirez-meyer,jacquelineodonnell@ray.com,fully-configurable systemic definition,0.0,standard-answer,"('72.00000000', '-40.00000000')",greenland,1985-05-28,http://www.reed.net/,299,2907626594818,http://www.nguyen-wise.com/,http://www.cantrell.com/,electrical equipment and parts,"reduce inventory purchases, streamline waste management and recycling","affiliate marketing, instagram","achieve strong cash flow management, increase number of retail locations, invest heavily in r&d",85810984.81,"aphria, vireo health","insightful prescriptive analysis, actionable recommendation recognition, best use of data in strategic decision making","certified internal auditor (cia), medical specialist",universal user-facing help-desk,"serv096,pro279,serv222,serv228","opr063,opr061,opr030,opr107",incomplete,2021-09-12 20:46:43.127977,2023-04-22 07:02:21.203607
org038,2905,daniels-huffman,osharp@lambert-tucker.biz,versatile incremental complexity,0.0,data-respond-build,"('32.48141110', '34.99475100')","israel, haifa district",1977-12-28,https://www.king.com/,972,8289370772132,http://www.warren.com/,http://martinez-gates.info/,desktop computing software products,optimize shipping and handling,tiktok,increase customer lifetime value,527933337.0,"charlotte's web holdings, 1933 industries, vivo cannabis","exceptional contribution to predictive analytics, user behavior prediction excellence","entrepreneurship coach, retail specialist, cfa (chartered financial analyst)",automated zero tolerance synergy,"serv108,pro287","opr077,opr096,opr015",incomplete,2024-07-11 03:43:01.224233,2024-07-20 01:38:33.545820
org039,179,ford-jones,jessica70@wagner-thomas.com,future-proofed heuristic firmware,0.0,significant-police,"('-23.83691040', '-69.28775350')","chile, antofagasta",1983-12-23,https://www.romero.com/,56,1671471712192,https://www.palmer.biz/,http://shaw.net/,theater,"optimize server and networking equipment usage, use cost-effective green certifications","promotional texts, blogs, search engine optimization (seo)",achieve high customer satisfaction scores,541151138.5,"tilt holdings, acreage holdings, tilray, acreage holdings",,"public health specialist, google analytics individual qualification (gaiq)",extended fresh-thinking benchmark,"pro069,pro105","opr088,opr002",complete,2024-06-18 07:29:56.821392,2024-06-21 20:33:48.588003
org040,1226,andrews-ramirez,vbates@gallegos.info,balanced bifurcated orchestration,0.0,mention-word-series,"('28.27434700', '82.38857830')","nepal, rapti zone",2015-09-26,http://fields.com/,977,9788028938197,https://best-tucker.com/,https://thomas-taylor.com/,professional training and coaching,"consolidate product liability insurance, limit networking mixers","annual reports, direct mail, customer loyalty programs","implement industry 4.0 practices, implement comprehensive crm systems, secure long-term financing",919725912.47,vireo health,"best data science tools innovation award, top data science tools innovation","customer service representative, lighting technician, certified logistics associate (cla)",right-sized local infrastructure,"pro325,pro339","opr021,opr038",incomplete,2021-04-05 10:56:17.517256,2022-05-13 00:54:28.948856
org041,2977,"harris, king and hall",katelynbrown@williams.net,adaptive system-worthy open system,0.0,each-thing-third,"(none, none)","palestinian territory occupied, jerusalem",1982-12-26,http://rosario.com/,970,8980658669645,https://grant.com/,http://www.miller-knight.com/,book publishing,"streamline sales training, streamline email marketing campaigns","press conferences, customer alerts, yahoo search ads, product fairs","develop a strong brand portfolio, expand market share through acquisitions",609082569.87,emblem cannabis,"exceptional performance in data analytics integration, contribution to user engagement, best use of data in customer insights","scrum master certification, demographic analyst, extraction technician",realigned reciprocal initiative,"pro217,serv292,pro091",opr009,incomplete,2022-12-29 18:52:32.541030,2024-05-05 01:17:12.571702
org042,3417,king plc,leah96@clements.com,object-based executive open system,0.0,coach-generation,"('1.57099930', '127.80876930')","indonesia, maluku utara",1979-03-19,http://escobar.com/,62,9472410665959,http://oliver.biz/,http://taylor.biz/,artificial rubber and synthetic fiber manufacturing,"streamline distribution network management, reduce billboards and outdoor advertising","blog, joint ventures, industry news, workshops","enhance cybersecurity measures, expand intellectual property portfolio, develop cutting-edge technologies, achieve high customer satisfaction scores",235715934.47,wayland group,best data governance strategy,"cma (certified management accountant), operations manager",assimilated national methodology,"pro231,pro273,serv348","opr011,opr006,opr081,opr032,opr021",incomplete,2020-02-01 21:17:52.232575,2023-07-21 13:38:27.492118
org043,1878,patterson group,kellymitchell@black.com,universal 4thgeneration superstructure,0.0,activity-hotel,"('-14.33333333', '-170.00000000')",american samoa,1971-11-08,https://mcbride.com/,1-684,6318208402030,https://fernandez-moore.com/,http://www.olsen.com/,synthetic dye and pigment manufacturing,limit travel and entertainment expenses,online courses,"influence regulatory policies, achieve synergies through mergers",572958747.78,trulieve cannabis,"best data governance strategy, best use of data in predictive analytics","entrepreneurship coach, farm manager",re-engineered executive access,"serv042,pro059","opr039,opr041,opr021,opr061",incomplete,2020-10-21 09:12:30.514250,2021-06-23 22:27:56.099079
