id,admin,name,email,bio,image,slug,addresses,locations,founded_date,website,phone_code,phone_number,linkedin,twitter,industry,cost_cutting_priorities,promotion_channels,business_goals,annual_revenue,competitors,awards,certifications,joining_reason,capabilities,opportunities,completion_status,created_at,updated_at
ORG011,2100,"Hammond, Scott and Sanchez",ijones@owens.com,Triple-buffered modular solution,,identify-value,"(None, None)","Grenada, Saint Andrew Parish",2001-09-05,https://www.castillo.biz/,1-473,6917277885302,http://osborn.com/,https://www.mills.net/,Schools,"[""Reduce Inventory Purchases"", ""Optimize Warranty Services"", ""Reevaluate Business Insurance Needs""]","[""Google Ads""]","[""Increase Brand Recognition and Loyalty"", ""Increase Number of Retail Locations""]",882595875.97,"[""Aleafia Health""]","[""Exceptional Performance in Data Reporting""]",[],Optional content-based hierarchy,"Pro343,Pro201,Pro203,Pro069,Pro157","OPR113,OPR076,OPR109",Complete,2023-08-22 23:02:24.526330,2024-03-27 22:36:46.992680
ORG012,2326,Mcpherson and Sons,freynoah@harrison.com,Upgradable dedicated moratorium,,computer-financial,"('34.25671230', '38.31657250')","Syria, Homs",2004-05-20,https://www.mitchell.biz/,963,5132014241362,https://www.frank-carroll.com/,https://www.garcia.org/,Video Production,"[""Refinance Loans for Better Interest Rates"", ""Reduce Billboards and Outdoor Advertising"", ""Reduce Warehouse Storage Costs""]","[""Trade Shows and Events"", ""Online Seminars"", ""Annual Reports""]","[""Enhance Distribution Networks""]",334915543.09,"[""Emblem Cannabis""]","[""Exceptional Data Analytics for Healthcare"", ""Best Data Analytics for Financial Services"", ""Top Predictive Modeling Solution""]",[],Future-proofed eco-centric conglomeration,"Pro113,Serv224","OPR081,OPR012,OPR089",Complete,2024-01-17 01:27:43.002516,2024-06-16 14:04:10.740170
ORG013,3933,Mcneil Group,rogerswilliam@gordon.com,User-centric client-server Local Area Network,,suddenly-value,"('-15.95000000', '-5.70000000')",Saint Helena,2015-03-11,http://richardson.info/,290,4357693093645,http://dean-smith.com/,http://bailey.info/,Hotels and Motels,"[""Conduct In-House Employee Training Workshops"", ""Negotiate Lower Bank Fees"", ""Prioritize Key R&D Projects""]","[""Journalist Outreach""]","[""Attract Top Industry Talent"", ""Lead Industry in Technological Innovation"", ""Enhance Cybersecurity Measures"", ""Implement Lean Manufacturing Practices""]",980300725.66,"[""Harvest Health & Recreation"", ""CannaRoyalty Corp"", ""Columbia Care""]","[""Best Use of Data in Financial Planning""]","[""Inventory Manager""]",Assimilated impactful knowledgebase,"Serv034,Pro263","OPR073,OPR058,OPR096",Complete,2022-04-21 05:11:33.758883,2023-08-28 22:59:11.039498
ORG014,650,"Dorsey, Gutierrez and Adams",walljesus@wright.com,Reverse-engineered didactic functionalities,,thank-maintain-much,"('23.57118990', '119.57931570')","Taiwan, Penghu",1977-04-23,https://www.nelson-cook.com/,886,2219511893733,http://briggs.com/,https://martin.com/,Fossil Fuel Electric Power Generation,"[""Use Cost-Effective Sustainable Packaging""]","[""Bing Ads""]","[""Develop Joint Ventures with Leading Companies"", ""Enhance Distribution Networks""]",596438677.75,"[""Tilray"", ""Planet 13 Holdings""]",[],"[""Marketing Professional""]",Exclusive asynchronous process improvement,"Pro075,Pro197,Serv166,Pro189","OPR116,OPR014,OPR083,OPR088,OPR050",Complete,2021-07-21 12:43:37.991252,2023-11-22 21:13:15.392135
ORG015,2768,"Robinson, Vargas and Smith",nicholas35@jones.net,Persistent tertiary knowledge user,,message-everybody,"('-10.50000000', '105.66666666')",Christmas Island,1973-04-24,https://dominguez.com/,61,5066671508783,https://weiss.com/,https://www.osborne-atkinson.com/,Uranium,"[""Optimize Warranty Services"", ""Streamline Bonuses and Incentives"", ""Refinance Loans for Better Interest Rates""]","[""Newsletters"", ""Podcasts"", ""Online Store""]","[""Increase Customer Lifetime Value"", ""Become a Leading Brand in the Industry"", ""Maximize Company Valuation""]",68045996.8,"[""Canopy Growth Corporation"", ""The Green Organic Dutchman""]","[""Best Data Quality Improvement"", ""Outstanding Achievement in Data Analytics Techniques"", ""Best Data Science Strategy and Implementation""]","[""ISO 14001 (Environmental Management)"", ""Risk Management Specialist""]",Phased analyzing emulation,"Pro173,Pro307,Pro085,Pro115,Pro187","OPR069,OPR068,OPR058,OPR060",Incomplete,2022-11-07 10:29:13.259986,2023-04-19 16:06:43.860547
ORG016,1113,Collins-Horn,mmoore@sawyer.com,Stand-alone coherent hardware,,themselves-bank,"('52.04515500', '5.87182350')","Netherlands, Gelderland",1972-10-07,https://hamilton.org/,31,2420076793313,http://www.james-walker.com/,http://wise.biz/,Abrasives and Nonmetallic Minerals Manufacturing,"[""Streamline Distribution Network Management"", ""Consolidate Software Licenses""]","[""Corporate Announcements"", ""Influencer Marketing""]","[""Lead Industry Forums and Discussions"", ""Expand into Adjacent Market Segments""]",991495214.9,"[""High Times"", ""Neptune Wellness Solutions"", ""Liberty Health Sciences""]","[""Top Predictive Modeling Solution""]",[],Synergized mission-critical hub,"Pro039,Pro301,Pro055","OPR070,OPR094,OPR004,OPR116",Complete,2021-02-26 15:47:11.469237,2022-06-27 01:15:39.235286
ORG017,242,"Daniels, Sullivan and Walker",thomasdanielle@fox.biz,Ergonomic radical access,,force-similar-land,"('41.90000000', '12.45000000')",Vatican City State (Holy See),1972-02-06,https://www.middleton.com/,379,5643523742774,http://tran.com/,http://www.valdez-flores.info/,Oil and Coal Product Manufacturing,"[""Reduce Utility Usage (Electricity, Water, Gas)"", ""Perform Internal Financial Audits"", ""Use Cost-Effective Tax Preparation Services""]","[""Blogs"", ""Yahoo Search Ads"", ""Affiliate Marketing""]","[""Expand Product Lines"", ""Invest Heavily in R&D""]",175158797.22,"[""Indiva""]","[""Top Data Privacy Excellence""]","[""Lean Management Specialist""]",Customizable cohesive capacity,"Pro015,Pro305,Pro221,Pro029,Serv364",OPR026,Complete,2023-05-09 04:07:46.084564,2024-01-11 12:41:15.740989
ORG018,263,Hull and Sons,roger23@gray.com,Public-key system-worthy alliance,,clearly-seem-may,"('17.63546420', '-63.23267630')","Bonaire, Sint Eustatius and Saba, Saba",1970-03-24,https://miller-ward.com/,599,0690601750346,http://choi.net/,http://www.williams-stanley.com/,Apparel Manufacturing,"[""Negotiate Better Rates for Raw Materials"", ""Optimize Ground Transportation""]","[""Search Engine Optimization (SEO)"", ""White Papers and eBooks"", ""Media Kits"", ""Flyers""]","[""Enhance Customer Service Capabilities"", ""Lead Industry in Product Innovation"", ""Enhance Distribution Networks""]",952205868.18,"[""Supreme Cannabis""]","[""Best Use of Predictive Modeling in Business"", ""User Satisfaction Measurement""]","[""Industry Professional""]",De-engineered coherent extranet,"Pro085,Pro207,Serv208,Pro305","OPR085,OPR106,OPR011,OPR051",Complete,2023-12-07 16:58:37.348425,2024-07-23 11:19:45.987822
ORG019,1144,Gonzales-Duran,nrios@braun-bennett.com,Quality-focused coherent algorithm,,onto-approach-get,"('46.83333333', '-56.33333333')",Saint Pierre and Miquelon,1990-03-16,https://www.ruiz-brown.net/,508,8715312138033,http://www.hunt-little.info/,https://www.herman.com/,Ground Passenger Transportation,"[""Optimize Trade Show Sponsorships"", ""Streamline Product Launch Events""]","[""Annual Reports"", ""Customer Surveys""]","[""Increase Employee Engagement and Satisfaction"", ""Reach International Markets"", ""Develop a Strong Brand Portfolio""]",950576000.73,"[""Acreage Holdings"", ""CannTrust Holdings"", ""The Flowr Corporation"", ""Rubicon Organics""]","[""Best Use of Data in Financial Planning"", ""Dashboard Development Excellence""]",[],Compatible uniform secured line,"Serv050,Pro319,Pro189,Serv368",OPR106,Complete,2021-07-11 16:19:11.298643,2024-04-16 23:45:21.691427
ORG020,847,Tanner-Jacobs,ashley14@carter.com,De-engineered content-based function,,available-must,"('-53.10000000', '72.51666666')",Heard Island and McDonald Islands,1970-10-12,https://garcia.info/,672,0412219059581,http://www.cline.com/,http://www.rush.com/,Specialty Finance,"[""Optimize Point of Sale (POS) Systems"", ""Limit Litigation Costs""]","[""Journalist Outreach"", ""Trade Shows and Events""]","[""Double Revenue"", ""Achieve 95% On-Time Delivery""]",388923789.97,"[""Jushi Holdings""]","[""Top Data Engineering Achievement"", ""Best Data Management Solutions""]","[""Retail Specialist"", ""ISO 27001 (Information Security Management)""]",Distributed bandwidth-monitored forecast,"Serv184,Serv166,Pro003","OPR032,OPR019,OPR013",Complete,2023-06-02 01:28:34.399598,2024-06-16 16:45:10.380888
ORG021,1927,Best-Wade,turnerjoseph@simpson.com,Progressive hybrid instruction set,,usually-generation,"('43.52651590', '17.76362100')","Bosnia and Herzegovina, Herzegovina-Neretva Canton",2024-07-22,http://www.khan.com/,387,9480967948084,http://jones.net/,https://schultz.com/,"Movies, Video and Sound","[""Use In-House Compliance Audits"", ""Negotiate Rent or Mortgage Payments"", ""Optimize Patenting and Intellectual Property Costs""]","[""Industry Experts"", ""eBay"", ""Community Events""]","[""Support Local Economic Development"", ""Implement Comprehensive CSR Programs"", ""Meet Regulatory Requirements for IPO""]",950413548.06,"[""Cresco Labs""]",[],"[""Facility Manager"", ""Product Developer""]",Optimized fault-tolerant concept,"Serv014,Pro297","OPR115,OPR038",Complete,2022-04-14 02:38:19.276061,2024-01-27 12:32:53.906125
ORG022,3281,"Mitchell, Mann and Johnson",burnsgabriel@young-martinez.com,Face-to-face maximized core,,research-partner,"('-10.50000000', '105.66666666')",Christmas Island,1998-02-01,https://www.dillon.biz/,61,3725164821980,https://www.johnston.net/,https://www.rogers.com/,Consulting,"[""Optimize Cloud Services"", ""Prioritize Key R&D Projects""]","[""Dynamic Retargeting Ads"", ""Panel Discussions"", ""Blog""]","[""Double Customer Base""]",346722630.43,"[""Charlotte's Web Holdings"", ""Trulieve Cannabis""]","[""Excellence in Data Management Solutions"", ""Predictive Analytics Excellence"", ""Specific Needs Identification Recognition""]","[""Harm Reduction Specialist"", ""Six Sigma Green Belt"", ""Project Manager""]",Triple-buffered 24/7 contingency,"Serv372,Pro195,Pro217,Pro049,Serv076","OPR049,OPR103,OPR101,OPR084,OPR006",Complete,2021-08-02 18:50:58.972699,2024-05-12 01:47:23.525885
ORG023,3762,Caldwell-Wright,dana06@rogers-whitney.com,Open-source motivating product,,best-against-suffer,"('31.94536330', '35.92838950')","Jordan, Amman",2020-06-16,https://www.ramirez.net/,962,3292730947445,http://www.hughes.com/,https://farley.com/,Dairy,"[""Limit Sponsorships for Industry Conferences"", ""Limit Litigation Costs"", ""Lower Search Engine Marketing (SEM) Spend""]","[""Customer Alerts"", ""Content Marketing""]","[""Prepare for Public Listing"", ""Support Local Economic Development""]",480319997.09,"[""CannTrust Holdings"", ""Indiva""]","[""Excellence in Data Integration Solutions"", ""Exceptional Performance in Cloud Analytics""]","[""Supply Chain Manager"", ""Facility Manager"", ""Topicals Specialist""]",Configurable radical challenge,"Serv298,Pro203,Serv372,Serv118,Serv096","OPR020,OPR102,OPR106,OPR109,OPR066",Complete,2024-07-06 12:03:08.804169,2024-07-14 14:36:45.178754
ORG024,679,Roman Group,morrisstephanie@vasquez.org,Total coherent throughput,,image-generation,"('5.58554690', '-56.83111170')","Suriname, Nickerie District",1977-02-17,https://www.odonnell.biz/,597,2860924654435,http://www.singleton-johnson.com/,https://marshall.biz/,Rental and Leasing Services,"[""Automate Copywriting""]","[""Blog Posts"", ""Catalogs""]","[""Implement Comprehensive CSR Programs""]",756000636.72,"[""Cannabix Technologies""]","[""Exceptional Contribution to Data Science Models""]","[""Demographic Analyst"", ""Trimmer""]",Cross-platform 5thgeneration forecast,"Serv276,Pro201","OPR019,OPR098,OPR103",Complete,2022-04-08 10:57:00.979246,2023-06-14 21:41:44.472598
ORG025,2984,Brennan-Mckay,obriensheryl@galvan.com,Advanced client-driven knowledge user,,moment-add-role,"('12.46342050', '53.82373850')","Yemen, Socotra",1974-01-10,https://www.wolf.info/,967,8990941573291,http://www.pugh.com/,https://roberts.com/,"Health, Wellness and Fitness","[""Cut Back on Radio and TV Advertising"", ""Use Open Source CRM and ERP Systems"", ""Negotiate Better Rates for Raw Materials""]","[""Outbound Calls"", ""Yahoo Search Ads"", ""Community Forums"", ""Pay-Per-Click (PPC) Advertising""]","[""Increase Brand Recognition and Loyalty"", ""Lead Industry Forums and Discussions""]",425725442.83,"[""The Green Organic Dutchman"", ""Neptune Wellness Solutions""]",[],"[""Customer Insights Specialist""]",Extended non-volatile instruction set,Pro285,"OPR094,OPR064,OPR120,OPR022",Complete,2022-03-04 16:23:49.709603,2023-08-14 15:52:52.610127
ORG026,1916,Phillips Ltd,grosscaitlin@henry-sanchez.com,Upgradable user-facing utilization,,ever-go-may-student,"('-18.70514740', '46.82528380')","Madagascar, Antananarivo Province",2001-09-26,https://www.booth.com/,261,8510745966020,https://www.martinez-franco.com/,https://www.taylor.info/,Space Research and Technology,"[""Optimize Branding Partnerships""]","[""Online Marketplaces"", ""Online Store"", ""Charity Partnerships""]","[""Enhance Customer Service Capabilities""]",52955199.24,"[""Curaleaf Holdings"", ""CannTrust Holdings"", ""Columbia Care""]",[],"[""Demographic Analyst""]",Switchable client-driven leverage,"Pro167,Serv204,Pro007","OPR064,OPR011,OPR117,OPR015,OPR008",Incomplete,2023-08-09 22:16:52.047188,2024-03-14 12:54:04.354450
ORG027,1246,Henry Ltd,brittany28@winters-kerr.org,Operative explicit array,,organization-doctor,"('38.89862310', '66.04635340')","Uzbekistan, Qashqadaryo Region",1981-12-08,http://smith-burgess.net/,998,6859267868214,http://moore.net/,https://walker.com/,Real Estate - Diversified,"[""Optimize Point of Sale (POS) Systems"", ""Perform Internal Financial Audits"", ""Use Cost-Effective Travel Insurance""]","[""Charity Partnerships""]","[""Invest in Advanced Technologies"", ""Integrate Acquired Companies Seamlessly""]",650466749.2,"[""Indiva"", ""Rubicon Organics"", ""CannAmerica Brands"", ""Cannabix Technologies""]","[""Top Data Science Excellence Recognition"", ""Exceptional Performance in Cloud Analytics""]","[""CISM (Certified Information Security Manager)"", ""Trimmer"", ""Cultivation Consultant""]",De-engineered full-range protocol,"Serv188,Pro363,Serv174,Serv282,Pro101","OPR065,OPR096,OPR030",Complete,2022-01-29 01:31:47.723014,2022-10-26 09:05:34.120744
ORG028,2458,"Nelson, Barker and Henderson",michael80@blair-mitchell.info,Optional real-time help-desk,,former-prepare-she,"('-4.96094980', '-45.27441590')","Brazil, Maranhão",2000-04-28,http://baker.com/,55,3417066513590,http://ochoa.net/,https://www.rogers.com/,Utilities - Regulated Gas,"[""Optimize Carbon Offset Programs""]","[""Industry Experts"", ""Educational Series""]","[""Achieve High Brand Equity"", ""Enhance Customer Service Capabilities"", ""Enhance Cybersecurity Measures""]",830358427.06,"[""1933 Industries"", ""Planet 13 Holdings"", ""Trulieve Cannabis""]",[],"[""PMP (Project Management Professional)"", ""Start-Up Advisor"", ""Industry Professional""]",Phased 6thgeneration database,Pro065,"OPR013,OPR002,OPR063",Complete,2020-09-22 03:58:55.488955,2023-03-20 21:48:34.022592
ORG029,3756,Washington-Lopez,raykim@madden.org,Managed fault-tolerant archive,,factor-that-wish,"('41.72744260', '21.71376940')","North Macedonia, Veles Municipality",1981-11-20,https://www.stewart-johnson.com/,389,2870837162192,https://martinez-stewart.com/,https://cochran-pope.com/,Accounting,"[""Optimize Display Advertising Costs""]","[""Affiliate Networks"", ""Postcards"", ""Online Display Advertising"", ""Live Demos""]","[""Develop a Robust E-Commerce Platform"", ""Support Local Economic Development""]",586501620.91,"[""CannaRoyalty Corp"", ""Columbia Care""]",[],"[""ISO 9001 (Quality Management)""]",Open-source tertiary alliance,"Serv302,Pro045",OPR109,Complete,2020-06-09 05:33:20.714035,2022-11-19 19:06:58.436727
ORG030,1672,"Jensen, Gray and Preston",tuckersteven@keller-alvarez.com,Up-sized hybrid archive,,still-front-three,"('0.61248130', '73.32370800')","Maldives, Gaafu Alif Atoll",2016-08-20,https://www.allen.info/,960,6226782725681,https://www.moreno.biz/,http://www.jennings.com/,Communications Equipment Manufacturing,"[""Conduct In-House Employee Training Workshops""]","[""Partner Websites""]","[""Develop Educational Programs and Materials"", ""Expand Market Share Through Acquisitions""]",80942063.11,"[""TerrAscend"", ""OrganiGram Holdings"", ""1933 Industries""]","[""Descriptive Analytics Innovation"", ""Outstanding Data-Driven Marketing Campaign"", ""Exceptional Data Processing Efficiency""]",[],Diverse motivating synergy,"Pro149,Serv064","OPR026,OPR004,OPR022,OPR085,OPR038",Incomplete,2023-10-09 18:00:09.274529,2024-02-07 19:49:15.342771
ORG031,59,"Wolfe, Lee and Campbell",valerie28@nguyen.info,Multi-tiered actuating encryption,,show-among-her-act,"('0.33019240', '6.73334300')","Sao Tome and Principe, São Tomé Province",2007-01-17,http://www.mercer.com/,239,0938070038827,https://morris.com/,https://www.powers.net/,Computer and Network Security,"[""Optimize Treasury Services"", ""Minimize Print Advertising"", ""Optimize Branding Partnerships""]","[""Drip Campaigns""]","[""Develop a Strong Leadership Pipeline"", ""Develop a Strong Brand Portfolio""]",169097686.86,"[""Harvest One Cannabis"", ""Planet 13 Holdings"", ""Rubicon Organics""]","[""Outstanding Data Integration Achievement"", ""Best Data Science Strategy and Implementation""]","[""Mentor"", ""Six Sigma Black Belt"", ""Retail Specialist""]",Ergonomic needs-based standardization,Serv314,"OPR014,OPR082,OPR048,OPR072",Complete,2021-10-03 17:46:34.939129,2023-02-18 03:30:04.679472
ORG032,2562,Coleman Group,matthewolson@parker.info,Programmable leadingedge parallelism,,back-concern,"('28.03675770', '85.43755740')","Nepal, Bagmati Zone",2003-04-19,http://castaneda.biz/,977,3298120279671,https://www.gordon-baker.org/,http://thomas.net/,Equipment,"[""Use In-House Graphic Design""]","[""Affiliate Networks"", ""Google Ads"", ""Magazines""]","[""Increase Employee Engagement and Satisfaction""]",113278152.4,"[""Green Thumb Industries"", ""KushCo Holdings"", ""Supreme Cannabis"", ""CannaRoyalty Corp""]","[""Top Data Science Excellence"", ""Exceptional Data Analytics Techniques""]","[""Farm Manager"", ""Crop Scientist"", ""Product Safety Tester""]",Front-line zero-defect methodology,"Serv260,Serv244,Serv056",OPR002,Complete,2020-03-21 17:17:43.716077,2024-04-15 12:19:31.494509
ORG033,2626,Gomez-Lopez,tmeyer@adams.com,Mandatory multimedia project,,action-film-perform,"('36.13333333', '-5.35000000')",Gibraltar,1970-12-13,http://www.patterson-gentry.net/,350,0704897917659,http://www.lewis.com/,http://merritt.com/,"Bars, Taverns and Nightclubs","[""Reduce Trade Show Booths"", ""Freeze Hiring""]","[""Bing Ads"", ""Panel Discussions"", ""Customer Surveys""]","[""Double Revenue""]",347148582.61,"[""Vireo Health"", ""Auxly Cannabis Group"", ""TerrAscend"", ""Harvest One Cannabis""]","[""Exceptional Performance in Data Analytics Tools"", ""Best Use of Data in Predictive Modeling"", ""Best Data Collaboration Strategy""]","[""Microsoft Certified: Azure Administrator Associate"", ""Trainer""]",Multi-lateral context-sensitive extranet,"Pro053,Serv328,Serv298","OPR077,OPR038,OPR090,OPR069,OPR030",Complete,2023-05-10 10:31:51.088981,2023-08-18 04:22:40.089102
